session_id,query
16155,how long until the alarm goes off
235811,dancing monkey
235811,kids dancing monkey
257726,thank you for letting me know google
257726,thank you letting me know google
208817,how many calories is a frozen chicken breasts please
208817,how many calories is 180 g of chicken
208817,how many calories in 180g of chicken breast
208817,how many calories in 100 g of mushrooms
208817,does ice weigh more than water
208817,how many calories in 60 g of red onion
208817,how many calories in red onion
208817,how many calories in a chicken breast
208817,how many calories in 180 g of chicken
208817,how many calories in 180g chicken breast
208817,how many calories in two tablespoons of dark soya sauce
208817,how many calories in dark soy sauce
208817,how many millilitres per tablespoon
208817,66 / 5
208817,290
208817,add this up please
208817,290 + 60 + 25 + 25 + 17 please
208817,115 + 187 + 417
240831,how much is ed sheeran worth
240831,how do you make metal
240831,how do i make metal
240831,74 x 3 please equals
67144,1981 prince of wales and lady diana coin
67144,what's 74 x 2
67144,148 + 140
211338,148 + 101 + 113
115730,225 + 86
115730,311 + 188 + 150
115730,how is it going to fill you up for dinner
229206,egypt
229206,pyramids compared to other buildings
54622,uber
188365,228 + 100 + 2221
188365,stew
188365,228 + 100 + 221 + 154 + 30
188365,how many calories in a boneless thigh fillet chicken
26814,193 / 2 please
26814,100 + 228 + 121 + 89 + 20 + 83 + 96
91195,279 x 5
91195,1395 / 4
91195,how many calories in 200g of chicken breast
91195,how many calories in cherry tomatoes
91195,how many calories in vine tomatoes
91195,140 + 348 + 300 + 50
58274,night at the museum 2
151736,should you pull a tooth out of should you let it come out naturally
48068,pictures of crocodiles
40751,how many calories in 100g of fresh pineapple
40751,how do you spell 100
40751,how many calories in 100 g of pineapple
40751,how many calories in 100g of strawberries
40751,20 + 50 + 43 + 100 =
174251,56 x 2 please
174251,30 + 50 + 43 + 100 + 84 + 121 + 112 + 58 + 60
31313,how many calories in a triple in a double quarter pounder
31313,how many calories in a mcdonald's double quarter pounder
31313,how many calories do you burn per star jump
31313,how many calories in a medium mcdonald's have been in a milk
31313,how many calories in a mcdonald's medium vanilla
44020,what does aubrey marcus station of chia seeds with
44020,what is aubrey marcus same should have chia seeds with
44020,what does aubrey marcus he should have chia seeds with
44020,is chia seed good to have a course
44020,is chia seed good to have with carbs
253969,how long does cooked pasta last for in the fridge
69027,68 x 5
69027,how many calories in 118 g of mushrooms
69027,how many calories in 112 g of onions
69027,how many calories in 734 g of chicken breast
69027,how many calories
69027,of chicken breast
69027,how many calories in 734 g of chicken breast wall
265412,286 / 4
228005,are you ready for bed
228005,infinite fails on youtube
228005,in the nuts fails
228005,ultimate fails
267349,sponge bob square pants movie
99256,fail of the week
49126,610 + 140 + 37 + 30
70629,228 + 61 + 61 + 61 + 87
263892,roomba cleaning room
263892,surprise fail
263892,fails of the
146550,what's 10000 x 20
207917,can you put tin foil into a tote
207917,can you put tin foil into a toy
151253,shall i wear a jacket
151253,should you wear a jacket when it's 18 degrees
39371,one more
124982,what channels are like mark roe
124982,what channels are like mark rober
124982,what what youtube channels are like my work
124982,what science channels are like mark rober
85017,sorry love blue flame for the garden
85017,solar blue flame
85017,solar blue flame garden lights
114532,what tradition you go what fruit goes in a bin
114532,what fruit goes in pimm's
155857,smooth easy listening tunes
73554,real videos dragon
84719,what books have i got in my library
241951,i think it was painted
241951,what's gobble mean
241951,raining at the moment
188511,how far away is rochester
61143,what's the date in till weekend which two weeks
221533,super epic fail videos
221533,fail army
188650,what's the best crispy thing to add to a yoghurt
257568,how old is mario
144468,lego app
144468,app
144468,legoland app
71148,congruent definition
71148,how do you make pork fat to crackling
71148,obviously
256598,what are some light healthy things i could eat for
66726,animal kingdom
33336,raya and the last dragon
177757,what is the name of the actress millie bobby brown character in the series stranger things
148178,what does incesticide mean
232549,boss baby
232549,boss babe
232549,boss baby 1
232549,what was the first boss baby film called
55596,war
206527,today i am going in french
206527,backyard
261126,do they put wax on apples
261126,can you still use mayonnaise if it's separated
261126,how long does homemade jam last for
173412,when i was at school
150747,what's in flower food
150747,what's in flower food sachets
174558,1 hours
53724,fear factor
232684,top 10 tv shows
232684,top rated tv shows
232684,top rated tv show thrillers
228241,harry potter sorcerer's stone music
241267,how long can you keep opened bailey's in the fridge for
241267,show me the orders
130277,harry potter clean memes
130277,harry potter rap
145805,what temperature does cheddar cheese start to melt at
145805,what is 150 degrees f in celsius
78358,add
78358,can you add
78358,what is 23 + 23 + 3 + 20 + 10 + 6 + 31 + 10 + 34 + 7 + 30 + 25 + 31
78358,what was the last thing i asked you
78358,what was the last answer you gave me
78358,ok google what was the last question i asked you
78358,is it due to rain at all this weekend
68501,when should you take testosterone testosterone boosting tablets stop them
101816,your on your way
6827,the
6827,the 100
194408,what year was the photo on the right
194408,when was the picture on the left take
194408,am i able to order anything from you
194408,can you use voice ordering in the uk with google
194408,what have i got on reorder
6399,open lost in space on netflix on living room tv
187044,what's a good way of getting black clothes have gone grey in black again
187044,how do you make grey clothes black again
46873,what's 185 x 6
211412,how much is the houses of parliament estimated value
220049,how many grams in a teaspoon
17619,what does dreams about building
187510,what is 65 + 128 131
16101,what does warfare mean
227995,745 / 100 x 15
162292,baymax
264747,who made the music for jurassic park
106260,define hypervigilance
106260,what reminders do i have today
211309,what fish has the highest open
211309,what fish is the saltiest team
211309,what fish has the highest salt content
134097,what is high quality display for or hdmi
134097,what's higher quality displayport or hdmi
134097,what should the gamma settings be on a display for a pc
134097,what is gamma 2.6
134097,what is pixel orbiting
134097,what is pixel orbiting on philips displays
134097,what is dps on screens
134097,what is the time now
270397,what is 113 - 40
126951,wham wake me up before you go on youtube
78774,what's better for mould malt vinegar or apple cider vinegar
78774,can i use apple cider vinegar to kill mould
68232,what could a knocking noise be when i stole my car
233813,what's the benefits of greek yoghurt
69042,tap l
93833,can you shut the kids bedroom windows please
232993,when was that photo
193478,left
174768,placepot
41629,how many calories are in a large egg
41629,how many grams of sugar in 30 g of blackcurrant jam
41629,is there any goodness in jam
130052,how to train your dragon 2
114272,is the new dumbledore film scary
212030,what's the closing time of asda sutton
208443,can you get google maps on apple
37014,what's 3 x 30
37014,the jungle book
37014,what day was my alarm for my caribbean jerk start sauce
40770,what is 4
235385,show me pictures of clapham grand
235385,what's hans zimmer the top music
235385,john williams top music
255945,what song has the lyrics my body is in a i haven't
199439,can you cook
199439,that's for clare's speed fully defrost it before it's cooked
199439,what can you use pork shoulder steak for
199439,pork shoulder recipes
199439,pork shoulder steak recipes
233778,who painted irises
29683,who built the hanging gardens of babylon
46338,not much how about you
174106,how long does it take the bus from sutton to morden station
174106,how long does it take to go from morden station
174106,how long does it take to get the train from morden station to leicester square
174106,at what time
197911,simpsons
108633,how many digits are in a social security number
21787,what's the definition of hacking
93987,still empty
193457,what is the square root of a number mean
197414,beautiful thank you
268839,christmas songs
192540,how long is the alarm going off
192540,how long is the alarms going
192540,how much do appliances direct charge for delivery
74148,rebecca grant tv shows
74148,was a record
74148,rupert grint tv shows
23578,how is barista oat milk made
187080,what's 24 / 20
187080,what temperature can a 900 watt microwave get to
71816,how much strings does a violin have
71816,how many strings are in a violin
131644,how many calories do you use to punch
131644,why does boxing burn so many calories?
71946,what's an easy way to remember the order of the planets
195312,what are the health benefits of carrots
195312,what's the health benefits of choline
195312,ok google what's the health benefits of glucosamine sulphate
195312,what's the health benefits of glucosamine sulphate
130255,what's the capital of bangladesh
123542,how long will it take to drive to colville square
73849,number
85736,the fifth element
276926,short film jj's bed
87671,should my vram be at 93%
127110,recipes with rice and chicken
127110,recipes with chicken nuggets and rice
53961,what's a good thing to have mozzarella with
234692,why aren't you allowed to do from the bottom on a pack of cards
234692,in casinos why do they not deal from the bottom of a pack of cards
234692,why can't you deal a card from the bottom of the deck of cards in casinos
246885,open colony on netflix
199861,what's the best way to clean a sandwich machine
188937,disc 11
212270,when's the next episode of release of citadels
132526,what's the difference between conserve jam and normal jam
132526,is cheese healthy
132526,is that healthy
132526,butter healthy
230599,should you take b vitamins on an empty stomach or with food
230599,can you take cod liver oil with food or without
211987,what is the root word of auto
30713,marlowe house
82403,can you put bleach on an aloe vera plant to help it
82403,how can you stop an aloe vera plant from getting dead leaves
24803,what's 7.372 oz in milligrams
24803,what is that in grams
24803,208.9 - 58
24803,what's 150.9 g in ounces
149967,what's 113 g in ounces
149967,750 / 55
230270,just a few baked beans on brown rice
230270,what's healthier baked beans or brown rice
230270,what is vitamin b3
57486,failarmy videos
29232,what happens if you put chia seeds into water and leave them for a long time
29232,how quickly should you drink chia seeds
29232,what happens if you leave chia seeds in water for too long
29232,are sprouted chia seeds dangerous
67584,what does iceberg lettuce look like
67584,what does romaine lettuce look like
67584,what's better for you romaine lettuce or iceberg lettuce
257655,how can you tell when pate is gone off
257655,how long does pate last for
257655,how long does opened pate last for
257655,is chorizo good for you
130404,farmfoods derby
130404,farmfoods daddy
130404,farmfoods
197895,how many days are there in june
58889,what's 617 / 4
58889,what's 618 / 4
233853,malcolm in the middle breaking bad special dvd
233853,breaking bad alternate ending
27662,do you lose muscle when intermittent fasting if you don't do exercise
135146,when are you going to get ai
278062,at stop playing it i'm just happy
187183,is there currently a remix of tell me why
187183,tell me why
206673,st mary's cray
14260,where is mecca located
14260,where is was mecca located
14260,what are the names of the massive temples in south america
63810,what does dulcolax do
63810,what does berocca do
170090,shell petrol station
78336,charlie and the chocolate factory
112774,what's the traditional mexican drink
218230,how do you spell liaise
150020,what can you have with mac and cheese
5890,what's 241 - 93
5890,what was the last thing i asked you
5890,what was 241 - 98
219190,it is already screwing not having a rear view mirror
104659,read text
194115,cut off den aaron
124173,can you speak japanese
22523,thank you ma'am
131501,can you tap dance
53243,when do we expect the thunderstorms
71343,and i have it set up where i just have to say hey google because you know what i'm driving i don't want to have to push button
195233,on kitchen
226453,you're so cute
188099,oh never mind
188099,are you stupid
196504,i think maybe you would have gotten it if you could have heard it
72204,who's playing nfl tomorrow night
162291,charlie from it's always sunny in philadelphia
208020,how to make duck sauce
60863,is there any lactose in yoohoo
206930,red bean noodle
180341,how do i oh no no stop stop stop stop stop stop stop stop
47155,pitch up
41744,cam
41744,bread
41744,throat
162286,how old is it
197981,when's pancake day
241741,sam fender noise lyrics
241741,sam fender that sound lyrics
235225,what noise does a cow make
187650,what's the etymology for jacket potato
201447,what's 750 / 4
131483,what's 865 / 80
131483,what's 65 / 80
131483,what's 81% of 150
112346,what's the third of 75
54634,where's my pixel 8 pro
198248,how much does it cost to renew a passport
230829,can you recycle styrofoam
230829,is styrofoam recyclable
230829,what can you recycle
186988,how many minutes to boil corn
186988,race
44296,what's 12 * 20
44296,what's 12 * 140
172729,what is 20 * 125
155765,what is 84 * 3
118024,how many grams in a brussel sprouts
234626,what does this song
28829,when do the penguins play
57558,can you buy me on a sunday
57558,can you buy beer in tennessee on a sunday
198364,kiss in spanish
33255,can you wash a new era 920 hat in a washing machine
189191,was jimmy stewart in the birds
189191,what movies was jimmy stewart in
72880,did the pirates play today
173456,long story short hours
173456,trace brewing hours
94723,libby's candy
74123,what day of the week was the 29th of june 2009
194011,here are five
134831,stop navigating
32678,5
52634,when does the football world cup start
68387,and always being mean
68387,how many ounces in a cup?
199108,how many ounces in a cup?
17857,make 10%
237651,tobacco road
54135,when do 2024 baseball tickets go on sale
209343,quiet game
235485,reese i mean cancel
269110,the fin
60011,you're dumb
60011,that you're the worst program
60011,tell a story
269863,can dogs eat zucchini
253550,how old is shawn
253550,how old is funnel vision shawn
153608,how much minutes are left
171619,can dogs have marshmallows
188122,how many more days till christmas
77717,wow in the world
234333,where do you take old medicine
72017,birds have copies mets movie in 2 days to distressing b
48425,what category would most cheese be in in fidgets
22402,is rhythmatic math
132365,how much time do i have left in my timers
132365,stop timer number one
257425,what's 3 * 8
257425,what's 83 nevermind
257425,what's 3 * 9
170516,fast
170516,stop substance in question be certainly illegal white powder
226230,start
130766,what is 7 * 8
130766,what is 6 * 7
112581,what does harry's wand have in it
229276,can dogs have lemons
229276,small amount won't have any serious side effects
229869,how do you throw the chinese chomping cabbages at the dummy in harry potter legacy
78012,speed
13851,interesting fact
13851,one more
229199,knox
54268,aren't you a little short for a stormtrooper
54268,use the force
54268,i am your father
54268,that's no moon
54268,execute order 66
54268,speak like yoda
94875,schedule message
232724,yellowstone
66027,middle of the night lyrics
90109,are purple and orange complementary colors
199424,what's the ingredients for green tea shot
227898,cleaning lady
92006,what are the 70 deadly sins
61299,when's the final season of the crown come out
67971,when did karl marx publish the communist manifesto
67971,in what year did william penn find pennsylvania
67971,in what year did the star-spangled banner become the usa's national anthem
67971,in what year did james wyatt invent steam engine
67971,in what year did ghana gain its independence from britain
67971,in what year was penicillin developed
67971,in what year did
67971,in what year did excavations end in the suez canal was open for its first cruise
67971,in what year did neville chamberlain become the british prime minister
67971,in what year did sir edmund hillary and tezing norgay become the first people to successfully climb the summit of mount everest
67971,what year did maine become a state
67971,in what year was mary corey rewarded the number prize for physics
67971,in what year did simone bolivar release latin america from spanish
67971,in what year did the sam moore take place
67971,in what year did the sand war take place
18405,how long does it take a bonzo beans to cook
254642,what's 56 * 1.5
254642,what is 60 * 1.5 * 11.5
127557,says it's a 4-star hotel
274212,lower the heat
227915,do they cancel pose
47019,is my timer still going
132882,when are thunderstorms tomorrow
67906,what's half a cup of sugar in weight
185533,what's the definition of cynical
267818,how do you spell cohesive
226592,what is 2013 / 60
240621,how do you spell crouching
208656,how do you spell miracle
102959,what's 7 and 1/2 in in centimeters
23254,how late is taco bell open
23254,is there any fast food open
189989,how many episodes are in it's always sunny in philadelphia season 16
134171,what is the internal temperature of meat
229849,what's a french body of water
229849,what is the word i r e stand for
289591,how far is the drive from moline to macomb illinois
74745,is there supposed to be lightning tomorrow
105285,what's the current score for the rivermen hockey game
228991,garage parking
23189,how to say good morning in arabic
44046,ask robovac to clean
227095,how about with his younger brother
196964,how tall is mount everest
196964,how high is kilimanjaro
261340,how do you spell balcony
153960,yellow off
259037,when is valentine's day
14520,how how many grams in 14 oz
52907,stop both timers
151582,you're great
196769,stop play christ people for the chat away free daily prize
230217,what's 6 cups in millilitres
74303,who is the joker at the end of the batman
31205,pound to euros exchange rate
187883,amusement park buried in a salt mine
106141,who was heckling at biden's speech today
234379,how do you spell chilaquiles
2892,find friends
253040,do i have any gift cards for mix it up in my google wallet
253040,what gift cards do i have in my google wallet
231521,sure yes
66122,does nicotine cause cancer
66122,smoking cigarettes causes what
224785,how many colors does the original pride flag have
224785,who organized the first pride event
224785,what kicked off the first pride event
224785,who is marsha p johnson
224785,who is sylvia rivera
224785,who is brenda howard
224785,where does the word lesbian come from
224785,when was the policy don't ask don't tell repealed
224785,what year did same-sex marriage become legal nationwide in the us
224785,what year did same-six marriage become legal nationwide
224785,what country was the first to recognize same-sex marriage
224785,is denmark a part of the netherlands
224785,where is holland
224785,his same-sex marriage allowed in holland
224785,is same-sex marriage legal in holland
224785,where were the stonewall riots
224785,where in the us was the first same-sex marriage
224785,where did the first same-sex marriage in the us take place
224785,where was the first illegal same-sex marriage held in the us
224785,which state was the first to outlaw discrimination on a basis of sexual orientation
224785,what day is national coming out day
132296,what is in a paloma drink
229194,what is the what is the capital of germany
229194,what country is madrid in
229194,where is warsaw
229194,what is the biggest continent
229194,where is peru
229194,where did the romans come from
229194,what's the capital of canada
229194,what date was america founded
229194,what's the flag of switzerland
225647,what's the population of fort worth
227774,can being sick make your body hurt everywhere
251811,will caffeine help with stuffy nose
235150,how long does it take muscles to recover from a hard workout
212989,when were instagram stories introduced
228097,how long can swelling last from a bruise
133500,how long does a really bad bruise hurt
133500,is it normal for a bruise to hurt after a week
189393,can i wash a backpack
194917,use face unlock
131636,number
131636,correct
190011,gal bus station
46500,daryl safe hands
46500,no cancel
255611,what is the time difference between glasgow and prague
253736,where are they
268997,wait wait wait wait louder
268997,way louder
268997,tell rusty to keep it down
235437,what should the cooked internal temperature of chicken be
102744,bruce lee
253499,what year did the wedding singer come out
253499,is boy george still alive
198766,how long does it take paint primer to dry
198766,how many coats of paint primer do you need
198766,why do you need two coats of primer paint
198766,why do you need two coats of paint paint primer
198766,why is it recommended to use two coats of primer when painting something
198766,tell me photos my murphy
198766,how many coats of primer should you use
159377,when should you provide negative reinforcement to a dog
93496,i am running now
189186,when did nevermind
233918,are masks required on airplane still
234421,what can i use to moisturize my dog's paws
49253,when did the last of us come out
49253,what did uncharted 3
45002,does green tea have caffeine in it
44782,how old is the senior
144972,lyrics i used to say that i want to grow old but without you i might think twice
144972,what songs did you recently here
53328,where is six flags great escape
275796,is a uti a side effect of an iud
196524,what is 35 * 12
17163,what temperature do you put the oven to reheat something
287253,do snakes eat cheese
254938,how big is a the brain of a cat
254938,how big is the brain of a house cat
250271,great northern bbq co
187152,is paula abdul an alcoholic
60787,did insomniac make ratchet & clank
98893,dishwasher fix ftd
259875,park
30105,can i plant one grapevine and it will grow
74804,can dogs drink seltzer water
24575,how long do you grill a bone-in chicken thigh
251073,tiktok
54500,quietest air conditioners
172277,gotta get that chicken sandwich too
89560,rumford pets hours
127575,treehouse cafe
95121,ok google call dad
17059,option
107311,my day better
107311,i haven't
107311,perfect
107311,what industry
107311,if your teacher and you are not doing well
107311,you get a valium
150426,she don't do it
234835,90-day fiance before the 90 days
171060,and then
14991,don't do that
259069,just to have you doing everything good at home
239016,rbk23 so let's just start with three
29492,i'm glad you guys know cuz i never know
125410,continue the music
187629,another need a little paper clip
47080,most donations this weekend
46360,should you put a sharkbite underground
235130,i'm really nervous about riding a bike i don't is going to go that well
71652,is laryngitis contagious
75692,best
91595,start rosie
46204,where was the prophet muhammad born
88354,nightmare on elm street
211842,who develops counter-strike series games
114503,russian car make
142285,how much is 34 + 3 + 9 + 6 + 8 + 34.5 + 63 + 128
33478,solenoid
154002,how many women serve on the us supreme court
154002,who will have them already in the next us house of representatives
77446,185 + 130
180838,35 / 2
180838,75 + 17.5
180838,92.5 + 35
95761,29 + 58
95761,75 + 16
47669,at what time does the kia close
185949,where is shanghai
74824,how many days are in september
209063,how to replace shimano shifter cable
173034,how long have you been playing for
63925,move alarm to 3
235149,do you like siri
235149,do you like alexa
129753,search for hammocks on amazon
88742,how many litres in a gallon?
192989,social chicken bowl no one google chrome student loan
269399,do you like it when i say please
45861,what is 9 / 126
67907,what are the 15 realms
164054,your name
74520,9105 happy
46370,periodically
109437,fight music
88825,ads that give um
158369,yule log jazz
197401,what is an ach
13973,the illuminate
45827,i like ballerina's do you like cookies i like you hey google what about what is a ballerina
45827,what time the clock
45827,stop talking to it
47084,write a note for a lunch box using puns
47084,what is the best time amount of time to brush your teeth
47084,how many times does a person with braces have to brush their teeth a day
47084,what is jefferson city
47084,did you know that veggietales is my favorite tv show
47084,who created veggie tales the show
241716,start this song from the beginning
50266,what is the definition of somatic
30721,stop so they're playing
15873,how long does a hibachi chef study
236432,no turn off table
22841,what's 6 / 30
22841,what's 10 / 45
98840,ok google hello
98840,bring me fun activity
98840,rock paper scissors
98840,scissors
98840,paper
98840,brock
98840,rock
261626,can you speak to me in an irish male voice
14810,what's the origin of the word quarter
14810,does cinnamon have natural sweetness
242328,what band has the word molly in it
227851,who invented pants
239735,are almonds poisonous to dogs
44775,what's the current interest rate
96554,dermaflex shaft attachment
96554,recollections 6x6 scrapbook album
96554,creative memories oval cutters
96554,dremel router attachment
213284,who are the members of alpha academy in wwe
189327,how many episodes of i love lucy were there
108544,how bright is 800 lumens
142194,how many episodes are there of the original twilight zone
65381,search for action games
71731,laura
238912,now show me the
26947,mississippi burning
100835,what's the ingredients to make banana nut bread
100835,what is the recipe to make banana nut bread
100835,ingredients
100835,next ingredient
100835,i got it thank you
241720,going to get wet
254764,brighten the back down to charge
153007,16 oz is how many cups
261506,50 minutes
